fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2013-03-19,0433D,CABO DE CREUS,GIRONA,75,,"5,0",,,,,,,,,,,,,
2013-03-20,0433D,CABO DE CREUS,GIRONA,75,"12,2","0,0","10,1",Varias,"14,2",Varias,,,,,,"1010,0",Varias,"993,0",Varias
2013-03-21,0433D,CABO DE CREUS,GIRONA,75,"12,8","0,0","10,7",05:00,"14,9",17:20,,,,,,"1010,0",Varias,"1003,0",24
2013-03-22,0433D,CABO DE CREUS,GIRONA,75,"12,5","0,0","10,4",05:00,"14,6",13:30,,,,,,"1003,0",Varias,"995,0",16
2013-03-23,0433D,CABO DE CREUS,GIRONA,75,"13,1","0,0","11,8",Varias,"14,4",13:50,,,,,,"998,4",01,"994,0",Varias
2013-03-24,0433D,CABO DE CREUS,GIRONA,75,"11,6","2,4","10,7",14:00,"12,5",Varias,,,,,,"994,2",21,"991,0",06
2013-03-25,0433D,CABO DE CREUS,GIRONA,75,"14,4","0,0","10,8",00:00,"18,1",13:30,,,,,,"995,9",09,"992,0",24
2013-03-26,0433D,CABO DE CREUS,GIRONA,75,"14,0","0,6","11,8",Varias,"16,2",15:40,,,,,,"995,2",10,"992,0",00
2013-03-27,0433D,CABO DE CREUS,GIRONA,75,"11,1","0,0","9,5",13:40,"12,7",03:00,,,,,,"997,0",Varias,"993,0",Varias
2013-03-28,0433D,CABO DE CREUS,GIRONA,75,"12,7","1,4","11,1",10:00,"14,3",14:00,,,,,,"1002,0",22,"995,0",Varias
2013-03-29,0433D,CABO DE CREUS,GIRONA,75,"14,4","0,0","11,9",05:00,"16,9",23:50,,,,,,"1001,1",00,"991,0",24
2013-03-30,0433D,CABO DE CREUS,GIRONA,75,"14,4","0,0","11,9",23:59,"16,9",15:50,,,,,,"1000,0",23,"990,0",01
2013-03-31,0433D,CABO DE CREUS,GIRONA,75,"13,6",,"11,9",Varias,"15,4",16:30,,,,,,"999,7",00,"993,0",24
2013-08-22,0433D,CABO DE CREUS,GIRONA,75,,"0,0",,,,,,,,,,,,,
2013-08-23,0433D,CABO DE CREUS,GIRONA,75,"24,8","0,0","22,8",03:50,"26,8",13:50,,,,,,"1008,0",Varias,"1006,0",Varias
2013-08-24,0433D,CABO DE CREUS,GIRONA,75,"23,5","1,0","21,4",14:00,"25,6",13:10,,,,,,"1008,0",17,"1005,7",23
2013-08-25,0433D,CABO DE CREUS,GIRONA,75,"22,5","0,0","19,7",05:50,"25,3",15:40,,,,,,"1006,7",01,"1003,0",18
2013-08-26,0433D,CABO DE CREUS,GIRONA,75,"22,6","0,0","20,7",Varias,"24,5",16:00,,,,,,"1005,0",Varias,"1003,0",16
2013-08-27,0433D,CABO DE CREUS,GIRONA,75,"23,8",,"21,5",07:00,"26,2",16:40,,,,,,"1007,0",Varias,"1004,0",Varias
2013-08-28,0433D,CABO DE CREUS,GIRONA,75,"23,9","0,0","22,6",05:00,"25,2",15:30,,,,,,"1009,0",Varias,"1006,0",04
2013-08-29,0433D,CABO DE CREUS,GIRONA,75,"24,0","0,0","22,5",07:00,"25,6",14:30,,,,,,"1011,0",Varias,"1008,0",Varias
2013-08-30,0433D,CABO DE CREUS,GIRONA,75,"24,6","0,0","23,1",Varias,"26,1",16:30,,,,,,"1011,7",24,"1009,0",Varias
2013-08-31,0433D,CABO DE CREUS,GIRONA,75,"24,7",,"22,7",05:00,"26,7",16:40,,,,,,"1013,0",Varias,"1010,3",18
2013-09-27,0433D,CABO DE CREUS,GIRONA,75,"22,8","0,0","20,5",05:00,"25,1",08:10,,,,,,"1006,0",Varias,"1001,8",24
2013-09-28,0433D,CABO DE CREUS,GIRONA,75,"23,4","0,0","21,9",07:00,"25,0",11:40,,,,,,"1001,8",00,"994,0",24
2013-09-29,0433D,CABO DE CREUS,GIRONA,75,"22,6","0,4","20,4",19:20,"24,7",07:40,,,,,,"999,0",Varias,"994,0",02
2013-09-30,0433D,CABO DE CREUS,GIRONA,75,"22,8",,"20,1",01:40,"25,4",07:10,,,,,,"1000,1",22,"997,0",Varias
2013-11-21,0433D,CABO DE CREUS,GIRONA,75,"11,0",,"8,3",08:00,"13,7",15:20,,,,,,"1000,0",00,"990,0",24
2013-11-22,0433D,CABO DE CREUS,GIRONA,75,"8,4",,"6,3",Varias,"10,4",00:00,,,,,,"998,9",23,"989,0",03
2013-11-23,0433D,CABO DE CREUS,GIRONA,75,"8,0",,"5,9",06:50,"10,1",19:40,,,,,,"997,9",00,"995,0",04
2013-11-24,0433D,CABO DE CREUS,GIRONA,75,"9,5",,"8,7",00:30,"10,3",14:00,,,,,,"1005,8",24,"996,7",00
2013-11-25,0433D,CABO DE CREUS,GIRONA,75,"9,6",,"8,1",Varias,"11,0",14:00,,,,,,"1011,3",24,"1005,0",02
2013-11-26,0433D,CABO DE CREUS,GIRONA,75,"7,8",,"6,6",06:00,"9,1",13:50,,,,,,"1015,0",22,"1011,1",00
2013-11-27,0433D,CABO DE CREUS,GIRONA,75,"5,8",,"4,0",13:50,"7,5",Varias,,,,,,"1021,0",Varias,"1012,8",03
2013-11-28,0433D,CABO DE CREUS,GIRONA,75,"7,8",,"5,7",06:00,"10,0",15:00,,,,,,"1021,0",Varias,"1017,3",15
2013-11-29,0433D,CABO DE CREUS,GIRONA,75,"8,3",,"6,4",Varias,"10,2",15:00,,,,,,"1020,0",00,"1013,0",24
2013-11-30,0433D,CABO DE CREUS,GIRONA,75,"9,8",,"7,5",22:20,"12,2",06:40,,,,,,"1013,0",Varias,"1003,0",15
2013-12-19,0433D,CABO DE CREUS,GIRONA,75,,"2,0",,,,,,,,,,,,,
2013-12-20,0433D,CABO DE CREUS,GIRONA,75,"11,2","0,0","10,1",01:00,"12,4",Varias,,,,,,"1022,1",23,"1002,7",00
2013-12-21,0433D,CABO DE CREUS,GIRONA,75,"11,8","0,0","10,2",09:00,"13,3",12:40,,,,,,"1025,0",10,"1021,0",Varias
2013-12-22,0433D,CABO DE CREUS,GIRONA,75,"13,2","0,0","10,8",05:40,"15,5",12:30,,,,,,"1021,0",Varias,"1019,0",Varias
2013-12-23,0433D,CABO DE CREUS,GIRONA,75,"12,2","0,0","10,1",03:50,"14,4",15:40,,,,,,"1019,0",Varias,"1006,0",24
2013-12-24,0433D,CABO DE CREUS,GIRONA,75,"13,8","0,0","12,6",02:20,"14,9",23:59,,,,,,"1006,0",00,"992,0",24
2013-12-25,0433D,CABO DE CREUS,GIRONA,75,"13,9","0,0","10,7",23:00,"17,1",11:50,,,,,,"992,0",00,"981,1",18
2013-12-26,0433D,CABO DE CREUS,GIRONA,75,"11,6","0,0","10,3",19:00,"13,0",12:10,,,,,,"1001,2",23,"981,8",00
2013-12-27,0433D,CABO DE CREUS,GIRONA,75,"12,8","0,0","10,1",07:20,"15,5",12:30,,,,,,"1004,0",Varias,"998,4",24
2013-12-28,0433D,CABO DE CREUS,GIRONA,75,"13,3","0,0","10,9",14:50,"15,7",09:20,,,,,,"1009,6",24,"997,0",Varias
2013-12-29,0433D,CABO DE CREUS,GIRONA,75,"11,6",,"10,4",Varias,"12,9",Varias,,,,,,"1019,0",Varias,"1009,1",00
2013-12-30,0433D,CABO DE CREUS,GIRONA,75,"11,0","0,0","9,4",07:00,"12,5",12:10,,,,,,"1019,0",Varias,"1014,0",24
2013-12-31,0433D,CABO DE CREUS,GIRONA,75,"10,4",,"7,9",07:20,"12,9",14:30,,,,,,"1014,0",Varias,"1007,0",Varias
2014-02-19,0433D,CABO DE CREUS,GIRONA,75,"13,1","0,0","11,4",07:40,"14,8",16:30,,,,,,,,,
2014-02-20,0433D,CABO DE CREUS,GIRONA,75,"13,3","0,4","11,3",06:00,"15,3",08:30,,,,,,,,,
2014-02-21,0433D,CABO DE CREUS,GIRONA,75,"12,2","0,0","10,1",22:50,"14,3",00:10,,,,,,,,,
2014-02-22,0433D,CABO DE CREUS,GIRONA,75,"12,0","0,0","9,4",05:40,"14,7",15:00,,,,,,,,,
2014-02-23,0433D,CABO DE CREUS,GIRONA,75,"14,0","0,0","11,2",02:30,"16,9",08:30,,,,,,,,,
2014-02-24,0433D,CABO DE CREUS,GIRONA,75,"13,2","0,0","12,2",06:40,"14,3",11:50,,,,,,,,,
2014-02-25,0433D,CABO DE CREUS,GIRONA,75,"12,7","0,4","10,7",05:30,"14,7",14:00,,,,,,,,,
2014-02-26,0433D,CABO DE CREUS,GIRONA,75,"10,4","0,0","8,4",04:30,"12,5",13:30,,,,,,,,,
2014-02-27,0433D,CABO DE CREUS,GIRONA,75,"11,7","0,2","9,6",06:30,"13,8",09:00,,,,,,,,,
2014-02-28,0433D,CABO DE CREUS,GIRONA,75,"11,0",,"9,0",07:20,"13,1",10:40,,,,,,,,,
2014-03-19,0433D,CABO DE CREUS,GIRONA,75,,"0,0",,,,,,,,,,,,,
2014-03-20,0433D,CABO DE CREUS,GIRONA,75,"13,8","0,0","12,9",21:30,"14,7",10:00,,,,,,,,,
2014-03-21,0433D,CABO DE CREUS,GIRONA,75,"14,6","0,0","13,1",Varias,"16,2",11:20,,,,,,,,,
2014-03-22,0433D,CABO DE CREUS,GIRONA,75,"13,5","0,2","9,4",21:40,"17,6",10:30,,,,,,,,,
2014-03-23,0433D,CABO DE CREUS,GIRONA,75,"11,1",,"9,3",Varias,"12,9",13:40,,,,,,,,,
2014-03-24,0433D,CABO DE CREUS,GIRONA,75,"11,9","0,0","10,2",Varias,"13,6",13:10,,,,,,,,,
2014-03-25,0433D,CABO DE CREUS,GIRONA,75,"11,7","3,6","7,9",18:00,"15,5",11:40,,,,,,,,,
